"id" "name" "gender"
3027 "Kjell Arvid Storeide" 1
3028 "Kjell Berg" 1
3029 "Kjell Bjordal" 1
3030 "Kjell Bjørndalen" 1
3031 "Kjell Børre Hansen" 1
3032 "Kjell Bråthen" 1
3033 "Kjell Christian Ulrichsen" 1
3034 "Kjell Dahl" 1
3035 "Kjell Eikeland" 1
3036 "Kjell Erik Almskog" 1
3037 "Kjell Erik Jacobsen" 1
3038 "Kjell Fordal" 1
3039 "Kjell Frank Kjønigsen" 1
3040 "Kjell Gregersen" 1
3041 "Kjell Grimsø" 1
3042 "Kjell Gunnar Finstad" 1
3043 "Kjell Gunnar Frøyslid" 1
3044 "Kjell Gunnar Ramberg" 1
3045 "Kjell Halvor Faraasen" 1
3046 "Kjell Hammeren" 1
3047 "Kjell Hande" 1
3048 "Kjell Hans Bakke" 1
3049 "Kjell Harald Trælnes" 1
3050 "Kjell Harry Reberg" 1
3051 "Kjell Haugland" 1
3052 "Kjell Håvard Husby" 1
3053 "Kjell Hetland" 1
3054 "Kjell Inge Røkke" 1
3055 "Kjell Inge Skaldebø" 1
3056 "Kjell Inge Torgersen" 1
3057 "Kjell Johan Hellesvik" 1
3058 "Kjell Jon Standal" 1
3059 "Kjell Karlsrud" 1
3060 "Kjell Lindås" 1
3061 "Kjell Magnus Reitan" 1
3062 "Kjell Mareno Harstad" 1
3063 "Kjell Marthon Roaldsøy" 1
3064 "Kjell Martin Grimeland" 1
3065 "Kjell Myren" 1
3066 "Kjell Oddvar Heggvoll" 1
3067 "Kjell Øivind Hansen" 1
3068 "Kjell Ola Jørgensen" 1
3069 "Kjell Olaf Kongelf" 1
3070 "Kjell Olav Opseth" 1
3071 "Kjell Olav Overå" 1
3072 "Kjell Olav Skogen" 1
3073 "Kjell Ole Straumsnes" 1
3074 "Kjell Otto Sebergsen" 1
3075 "Kjell Øyvind Stamnes" 1
3076 "Kjell Pettersen" 1
3077 "Kjell Robert Nyland Hammen" 1
3078 "Kjell Runar Evju" 1
3079 "Kjell Rune Molvik" 1
3080 "Kjell Rune Røhme" 1
3081 "Kjell Rusti" 1
3082 "Kjell Sigurd Mjøsund" 1
3083 "Kjell Staffan Granander" 1
3084 "Kjell Sundsli" 1
3085 "Kjell Sverre Aasheim" 1
3086 "Kjell Trygve Høgberg" 1
3087 "Kjell Viggo Halvorsen" 1
3088 "Kjell Waage" 1
3089 "Kjellaug Egeland" 2
3090 "Kjersti Amundsen" 2
3091 "Kjersti Enkerud Ringdal" 2
3092 "Kjersti Espeset Lie" 2
3093 "Kjersti Grimsrud" 2
3094 "Kjersti Hønstad" 2
3095 "Kjersti Kleven" 2
3096 "Kjersti Narum" 2
3097 "Kjersti Nystad Skeie" 2
3098 "Kjersti Pedersen Eknes" 2
3099 "Kjersti Sørensen Nystad" 2
3100 "Kjerstin Elisabeth Rasmussen Braathen" 2
3101 "Kjerstin Fyllingen" 2
3102 "Kjetil Agnar Rivelsrud" 1
3103 "Kjetil Alsaker" 1
3104 "Kjetil Annstein Haanes" 1
3105 "Kjetil Arnljot Haugli" 1
3106 "Kjetil Bakkan" 1
3107 "Kjetil Bakken" 1
3108 "Kjetil Dahl" 1
3109 "Kjetil Førsvoll" 1
3110 "Kjetil Grønskag" 1
3111 "Kjetil Hestdal" 1
3112 "Kjetil Holta" 1
3113 "Kjetil Jørgensen-Dahl" 1
3114 "Kjetil Kvamme" 1
3115 "Kjetil Kvammen" 1
3116 "Kjetil Larsen" 1
3117 "Kjetil Martin Stuland" 1
3118 "Kjetil Onstad" 1
3119 "Kjetil Reinsberg" 1
3120 "Kjetil Soma" 1
3121 "Kjetil Steinar Blomvik" 1
3122 "Kjetil Tasken" 1
3123 "Klas Olof Hillstrøm" 1
3124 "Klaus-Anders Nysteen" 1
3125 "Klaus Henrik Wiese-Hansen" 1
3126 "Klaus Peter Tollefsen" 1
3127 "Klaus Terje Nærø" 1
3128 "Knut-Harald Paulsen" 1
3129 "Knut Aleksander Vistnes" 1
3130 "Knut Åm" 1
3131 "Knut Andreas Raeng" 1
3132 "Knut Arctander Pedersen" 1
3133 "Knut Arnfinn Hansen" 1
3134 "Knut Berge" 1
3135 "Knut Boye" 1
3136 "Knut Brandrud" 1
3137 "Knut Brundtland" 1
3138 "Knut Brynilsen" 1
3139 "Knut Christen Abotnes" 1
3140 "Knut Collett Mellbye" 1
3141 "Knut Drange" 1
3142 "Knut Dyre Haug" 1
3143 "Knut Eidissen" 1
3144 "Knut Eikehaug" 1
3145 "Knut Erik Langtvedt Karlsen" 1
3146 "Knut Erik Mikalsen" 1
3147 "Knut Erik Robertsen" 1
3148 "Knut Finn Strøm-Gundersen" 1
3149 "Knut Godø" 1
3150 "Knut Gregardsøn Heje" 1
3151 "Knut Grønvik" 1
3152 "Knut Hage" 1
3153 "Knut Haraldson" 1
3154 "Knut Harry Helland Johansen" 1
3155 "Knut Hartvig Johannson" 1
3156 "Knut Haukland" 1
3157 "Knut Helgeland" 1
3158 "Knut Henrik Mikalsen" 1
3159 "Knut Hundhammer" 1
3160 "Knut Inge Nicolaysen" 1
3161 "Knut Ivar Knutsen" 1
3162 "Knut Johan Giske" 1
3163 "Knut Jørstad" 1
3164 "Knut Kristian Eide" 1
3165 "Knut Langeteig" 1
3166 "Knut Løvli Fredriksen" 1
3167 "Knut Magne Domstein" 1
3168 "Knut Martin Juhlin Winther" 1
3169 "Knut Nilsen" 1
3170 "Knut Nordby" 1
3171 "Knut Norheim Kjær" 1
3172 "Knut Ola Evensen" 1
3173 "Knut Øversjøen" 1
3174 "Knut Rabbe" 1
3175 "Knut Radmann" 1
3176 "Knut Ravnå" 1
3177 "Knut Rosness" 1
3178 "Knut Sirevåg" 1
3179 "Knut Skabo" 1
3180 "Knut Torgeir Møystad" 1
3181 "Knut Trygve Flakk" 1
3182 "Knut Werner Larsen" 1
3183 "Knut Wik Opheim" 1
3184 "Knut Wilhelm Bøhm Wang" 1
3185 "Kolbein Kåre Rege" 1
3186 "Kolbjørn Johan Jektvik" 1
3187 "Kolbjørn Lie" 1
3188 "Kolbjørn Opsahl Selmer" 1
3189 "Kristen Fretheim" 1
3190 "Kristen Stein Jakobsen" 1
3191 "Kristian Dohn" 1
3192 "Kristian Egeland Eliassen" 1
3193 "Kristian Eidesvik" 1
3194 "Kristian Haslum" 1
3195 "Kristian Huseby" 1
3196 "Kristian Jarl Thorsen" 1
3197 "Kristian Lund" 1
3198 "Kristian Martin Utkilen" 1
3199 "Kristian Nergaard" 1
3200 "Kristian Pedersen" 1
3201 "Kristijane Cook Bulukin" 2
3202 "Kristin Ankile" 2
3203 "Kristin Aubert" 2
3204 "Kristin Aurdal" 2
3205 "Kristin Birkeland" 2
3206 "Kristin Bjella" 2
3207 "Kristin Blix" 2
3208 "Kristin Blix-Elton" 2
3209 "Kristin Braa" 2
3210 "Kristin Clemet" 2
3211 "Kristin Dahl Rolfsen" 2
3212 "Kristin Dyb" 2
3213 "Kristin Farstad" 2
3214 "Kristin Gjertsen" 2
3215 "Kristin Johanne Selnes" 2
3216 "Kristin Kathrine Saastad Ottesen" 2
3217 "Kristin Malonæs" 2
3218 "Kristin Margrethe Devold" 2
3219 "Kristin Margrethe Krohn Devold" 2
3220 "Kristin Marie Nimsger" 2
3221 "Kristin Mulleng Sezer" 2
3222 "Kristin Natasha Røhne" 2
3223 "Kristin Nergaard Berg" 2
3224 "Kristin Normann" 2
3225 "Kristin Reitan" 2
3226 "Kristin Reitan Husebø" 2
3227 "Kristin Skogen Lund" 2
3228 "Kristin Solheim Genton" 2
3229 "Kristin Sylvei Nordal" 2
3230 "Kristin Undheim" 2
3231 "Kristin Urdahl" 2
3232 "Kristin Vestgren Sæterøy" 2
3233 "Kristin Vold" 2
3234 "Kristin Vold Hetland" 2
3235 "Kristin Waatland Kestler" 2
3236 "Kristina Jacobsen" 2
3237 "Kristine Aasheim" 2
3238 "Kristine Birgitte Eiken" 2
3239 "Kristine Bodil Schüssler" 2
3240 "Kristine Hauge" 2
3241 "Kristine Haukalid" 2
3242 "Kristine Holm" 2
3243 "Kristine Landmark" 2
3244 "Kristine Markusson Madsen" 2
3245 "Kristine Solberg Hjermann" 2
3246 "Kristjan T Davidsson" 1
3247 "Kristoffer Bøe Henriksen" 1
3248 "Kristoffer Danielsen" 1
3249 "Kristoffer Engenes" 1
3250 "Kurt Allan Lindblom" 1
3251 "Kurt Anker Nielsen" 1
3252 "Kurt Dmitri Clemens Swakhoven" 1
3253 "Kurt Eirik Bekkevold" 1
3254 "Kurt Helge Kristiansen" 1
3255 "Kurt Steinar Helland" 1
3256 "Kyrre Dale" 1
3257 "Lage Colling Westerbø" 1
3258 "Lage Ødemark" 1
3259 "Laila Eirin Hundseid" 2
3260 "Laimonis Richards Alexanders Jaucis" 1
3261 "Lajla Ellingsen" 2
3262 "Lance Lloyd Hirt" 1
3263 "Larry Ivan Boyle" 1
3264 "Lars-Eric Samuel Samuelsson" 1
3265 "Lars-Fredrik Smeby" 1
3266 "Lars-Gøran Nordstrøm" 1
3267 "Lars-Henrik Qvernheim Røren" 1
3268 "Lars-Kaspar Andersen" 1
3269 "Lars-Krister Dahlqvist" 1
3270 "Lars-Olof Vilhelm Gustafsson" 1
3271 "Lars Aasulv Løddesøl" 1
3272 "Lars Abrahamsen Grinde" 1
3273 "Lars Andreas Buer" 1
3274 "Lars Arne Bauge" 1
3275 "Lars Arne Takla" 1
3276 "Lars Arvid Sjølstad" 1
3277 "Lars Åsmund Mæhle" 1
3278 "Lars August Christensen" 1
3279 "Lars Benny William Løfgren" 1
3280 "Lars Bertil Tell" 1
3281 "Lars Biørn Eilertsen" 1
3282 "Lars Bjørn Thoresen" 1
3283 "Lars Christian Christensen" 1
3284 "Lars Christian Ly" 1
3285 "Lars Ditlev Ditlevsen" 1
3286 "Lars Eidesvik" 1
3287 "Lars Erik Byström" 1
3288 "Lars Erik Rosén" 1
3289 "Lars Erik Torjussen" 1
3290 "Lars Eriksson" 1
3291 "Lars Even Moe" 1
3292 "Lars Fredrik Bakke" 1
3293 "Lars Fredrik Windfeldt" 1
3294 "Lars Gøran Forsstrøm" 1
3295 "Lars Gunnar Klasson" 1
3296 "Lars Gunnar Lindegren" 1
3297 "Lars Gunnar Lundgren" 1
3298 "Lars Gustaf Ander" 1
3299 "Lars Halvard Egedahl" 1
3300 "Lars Henrik Haggquist" 1
3301 "Lars Henrik Høie" 1
3302 "Lars Henrik Otterbeck" 1
3303 "Lars Henrik Thunell" 1
3304 "Lars Holter-Sørensen" 1
3305 "Lars Hoven" 1
3306 "Lars Hovland" 1
3307 "Lars Inge Gresdal" 1
3308 "Lars Ingemar Grønberg" 1
3309 "Lars Ivar Eide" 1
3310 "Lars Johan Frigstad" 1
3311 "Lars Johannes Nordli" 1
3312 "Lars Klemens Iwarson Lundin" 1
3313 "Lars Kvarekval" 1
3314 "Lars Magne Ingebrigtsen" 1
3315 "Lars Magnus Berg" 1
3316 "Lars Magnus Mattsson" 1
3317 "Lars Marcus Hansson" 1
3318 "Lars Marius Brelin Furu" 1
3319 "Lars Martin Ångman" 1
3320 "Lars Martin Fjellheim" 1
3321 "Lars Martin Haugen" 1
3322 "Lars Moldestad" 1
3323 "Lars Nicolaisen" 1
3324 "Lars Niklas Hermansson" 1
3325 "Lars Nilsen" 1
3326 "Lars Øberg" 1
3327 "Lars Oddgeir Andresen" 1
3328 "Lars Ødeskaug" 1
3329 "Lars Ola Ingmar Frithiof" 1
3330 "Lars Ole Sixten Skarin" 1
3331 "Lars Ole Viddal" 1
3332 "Lars Omdal" 1
3333 "Lars Omund Enevoldsen" 1
3334 "Lars Ørjan Kenneth Reinholdsson" 1
3335 "Lars Øvrum" 1
3336 "Lars Peder Brekk" 1
3337 "Lars Peder Solstad" 1
3338 "Lars Per Eikeland" 1
3339 "Lars Petter Lillelid" 1
3340 "Lars Rabæk Boilesen" 1
3341 "Lars Reidar Gylterud" 1
3342 "Lars Rise" 1
3343 "Lars Roger Steen" 1
3344 "Lars Rønn" 1
3345 "Lars Sevald Skaare" 1
3346 "Lars Solbakken" 1
3347 "Lars Sundell" 1
3348 "Lars Thore Wibe Aarrestad" 1
3349 "Lars Torben Traberg" 1
3350 "Lars Tronsgaard" 1
3351 "Lars Vadsager Petersen" 1
3352 "Lars Wenaas" 1
3353 "Lars Wilhelm Grøholt" 1
3354 "Larus Welding" 1
3355 "Lasse Andre Fosby" 1
3356 "Lasse Berg Andersen" 1
3357 "Lasse David Nergaard" 1
3358 "Lasse Gimnes" 1
3359 "Lasse Holm" 1
3360 "Lasse Ove Hansen" 1
3361 "Lasse Ruud" 1
3362 "Lawren Scott Thomson" 1
3363 "Lawrence W Lepard" 1
3364 "Lee Anthony Wright" 1
3365 "Leif Åge Jørgensen" 1
3366 "Leif Agnar Ellevset" 1
3367 "Leif Andreas Bjørgan" 1
3368 "Leif Arne Christer Persson" 1
3369 "Leif Arne Langøy" 1
3370 "Leif Arnold Thomas" 1
3371 "Leif Arvid Høiland" 1
3372 "Leif Bergheim" 1
3373 "Leif Claes Johan Lindqvist" 1
3374 "Leif Corinth-Hansen" 1
3375 "Leif Edvardsen" 1
3376 "Leif Egil Thorsen" 1
3377 "Leif Erik Larsen" 1
3378 "Leif Erik Skilnand" 1
3379 "Leif Flemming Bakke" 1
3380 "Leif Frode Onarheim" 1
3381 "Leif Gunnar Furre" 1
3382 "Leif Håkon Strøm" 1
3383 "Leif Håvard Strømhaug" 1
3384 "Leif Hejø Borge" 1
3385 "Leif Helge Kristensen" 1
3386 "Leif Henriksen" 1
3387 "Leif Holst" 1
3388 "Leif Inge Håland" 1
3389 "Leif Jarle Aure" 1
3390 "Leif Johan Laugen" 1
3391 "Leif Johansen" 1
3392 "Leif Jørgen Moger" 1
3393 "Leif Karl Robert Andersson" 1
3394 "Leif Klevan" 1
3395 "Leif Olav Aaker" 1
3396 "Leif Ole Strand" 1
3397 "Leif Roar Høiland" 1
3398 "Leif Rune Eide" 1
3399 "Leif Rune Rinnan" 1
3400 "Leif Sigmund Bach" 1
3401 "Leif Søreng" 1
3402 "Leif Ståle Søfting" 1
3403 "Leif Sven Helmich Pedersen" 1
3404 "Leif Teksum" 1
3405 "Leif Terje Løddesøl" 1
3406 "Leif Tore Stenby Rønning" 1
3407 "Leif Willy Finsveen" 1
3408 "Leiv Askvig" 1
3409 "Leiv Grønnevet" 1
3410 "Leiv Lea Nergaard" 1
3411 "Lena Beate Lorentzen" 2
3412 "Lena Eva Britt Alfvén" 2
3413 "Lena Hansen" 2
3414 "Lena Kristina Samuelsson" 2
3415 "Lena Maria Sjöblom" 2
3416 "Lena Marianne Falk" 2
3417 "Lena Marie Olving Öhberg" 2
3418 "Lena Schøning" 2
3419 "Lene Aspen Johannessen" 2
3420 "Lene Gulbrandsen" 2
3421 "Lene Risløw" 2
3422 "Lennart Christer Ivan Jeansson" 1
3423 "Lennart Flemming Meineche" 1
3424 "Lennart Lorentzen" 1
3425 "Leo D A Jacobs" 1
3426 "Liang Liu" 1
3427 "Lidar Jan Pollestad" 1
3428 "Lidvard Liaset" 1
3429 "Lill-Ann Bråthen" 2
3430 "Lill Beate Pedersen" 2
3431 "Lill Heidi Bakkerud" 2
3432 "Lill Nyseter Kortgaard" 2
3433 "Lillian Olsen" 2
3434 "Lillian Wenaas" 2
3435 "Lim Kok Thay" 1
3436 "Linda Alskog Olsen" 2
3437 "Linda Anita Haugen" 2
3438 "Linda Dowding" 2
3439 "Linda Iversen" 2
3440 "Linda Kristin Evensen" 2
3441 "Linda Kristoffersen" 2
3442 "Linda Litlekalsøy Aase" 2
3443 "Linda Therese Melstveit" 2
3444 "Linda Virkesdal" 2
3445 "Lindsay Poston" 2
3446 "Lindy Kristoffersen" 2
3447 "Line Beate Bøhler Jebsen" 2
3448 "Line Cathrine Jørgensdatter Heje" 2
3449 "Line Cathrine Jørgensdatter Heje Brekke" 2
3450 "Line Geheb" 2
3451 "Line Nilsen" 2
3452 "Line Noer Borrevik" 2
3453 "Line Ravlo-Losvik" 2
3454 "Line Rugsveen" 2
3455 "Line Thorsdalen" 2
3456 "Line Willumsen Solem" 2
3457 "Linn Langeland" 2
3458 "Linne Fromm-Christiansen" 2
3459 "Linni Tiller" 2
3460 "Lisa Ann Cooper" 2
3461 "Lisa Margaret Michelsen" 2
3462 "Lisbet Karin Nærø" 2
3463 "Lisbeth Berg-Hansen" 2
3464 "Lisbeth Schou Tolpinrud" 2
3465 "Lise Andrea Dahl Karlsen" 2
3466 "Lise Bedsvaag Mjøsund" 2
3467 "Lise Caroline Mortensen" 2
3468 "Lise Eriksen" 2
3469 "Lise Graaten" 2
3470 "Lise Marie Heien Langaard" 2
3471 "Lise Merethe Holen" 2
3472 "Lise Sofie Haug Nissen-Meyer" 2
3473 "Lise Vedde-Fjærestad" 2
3474 "Liselott Kilaas" 2
3475 "Liselotte Maria Fröstad" 2
3476 "Liselotte Vibeke Kiørboe" 2
3477 "Litt Woon Long" 2
3478 "Liv-Kari Kroken" 2
3479 "Liv-Runi Ekeland Syvertsen" 2
3480 "Liv Allison Vaage" 2
3481 "Liv Anne Lønseth Gunvaldsen" 2
3482 "Liv Bente Fagerbakke Storebø" 2
3483 "Liv Bergthorsdottir" 2
3484 "Liv Berstad" 2
3485 "Liv Bortne Ulriksen" 2
3486 "Liv Dingsør" 2
3487 "Liv Ester Johansen" 2
3488 "Liv Gisele Marchand" 2
3489 "Liv Grete Kristoffersen Ellingsen" 2
3490 "Liv Irene Haug" 2
3491 "Liv Johannson" 2
3492 "Liv Kari Engeland" 2
3493 "Liv Kristin Fines Hansen" 2
3494 "Liv Marit Lundby" 2
3495 "Liv Monica Bargem Stubholt" 2
3496 "Liv Randi Høydahl Ohme" 2
3497 "Liv Toril Storøy" 2
3498 "Livar Haugland" 1
3499 "Live Bertha Haukvik Aker" 2
3500 "Live Leer" 2
3501 "Live Synnøve Grønnevik Spandow" 2
3502 "Liz Irene Ovesen" 2
3503 "Lone Fønss Gjørup Schrøder" 2
3504 "Lourdes Patricia De Las Mercedes Guerra" 2
3505 "Loyd Aasen" 1
3506 "Loyd Hans Skretting" 1
3507 "Luciana Berger" 2
3508 "Luis Gayosso Paulsen" 1
3509 "Luitjen Rolf Ennenga" 1
3510 "Lynne Blakey Beutlich" 2
3511 "M Hadley Mullin" 2
3512 "Maalfrid Brath" 2
3513 "Mads Aamodt" 1
3514 "Mads Ansgar Ellefsen" 1
3515 "Mads Dahl" 1
3516 "Mads Helge Sørensen" 1
3517 "Mads Henrik Syversen" 1
3518 "Mads Ryum Larsen" 1
3519 "Magnar Aaseth" 1
3520 "Magnar Hagen" 1
3521 "Magnar Jarle Førde" 1
3522 "Magnar Kåre Furset" 1
3523 "Magnar Kåre Kleveland" 1
3524 "Magnar Mindur Svellingen" 1
3525 "Magnar Oanes" 1
3526 "Magne Amundsen" 1
3527 "Magne Fjeld" 1
3528 "Magne Johansen" 1
3529 "Magne Jordanger" 1
3530 "Magne Jostein Schille" 1
3531 "Magne Kvamme" 1
3532 "Magne Martinsen" 1
3533 "Magne Mjølver Oksholen" 1
3534 "Magne Myrmo" 1
3535 "Magne Omestad" 1
3536 "Magne Revheim" 1
3537 "Magne Roar Nordhus" 1
3538 "Magne Ruus Simensen" 1
3539 "Magne Staalstrøm" 1
3540 "Magne Sulebust" 1
3541 "Magne Sveen" 1
3542 "Magnus Andreassen" 1
3543 "Magnus Bjørheim Lindseth" 1
3544 "Magnus Breidne" 1
3545 "Magnus Drageset" 1
3546 "Magnus Erik Uppsäll" 1
3547 "Magnus Ingvar Henrik Jansson" 1
3548 "Magnus Johan Ytterstad" 1
3549 "Magnus Sigvard Elgebrant" 1
3550 "Magnus Stangeland" 1
3551 "Magny Hilda Øvrebø" 2
3552 "Mah Soot Khiang Edmund" 1
3553 "Mai-Lill Ibsen" 2
3554 "Mai Buch" 2
3555 "Mai Gaardsted" 2
3556 "Maj Elisabeth Vangsnes" 2
3557 "Malcolm Shaw Thoms" 1
3558 "Malin Birgitta Af Petersens" 2
3559 "Malin Elisabet Flor Helgesen" 2
3560 "Malvin Nils Høydal" 1
3561 "Malvin Villabø" 1
3562 "Måns Anders Hultman" 1
3563 "Manuel Nicholas Stamatakis" 1
3564 "Marc Henry Schneider" 1
3565 "Marcel Egmond Brenninkmeijer" 1
3566 "Marcia Lynn Pettersen" 2
3567 "Margaret Lesley Hawkins" 2
3568 "Margaret Lesley Jones" 2
3569 "Margarita Hoffmann" 2
3570 "Margarita Paulina Ospina Duran Tidemand" 2
3571 "Margarita Strømmen" 2
3572 "Margit Ulla-Britt Gunhild Fräjdin Hellqvist" 2
3573 "Margith Alise Enge Moen" 2
3574 "Margrete Risbakk Vegsund" 2
3575 "Margrete Sommernes" 2
3576 "Margrethe Hauge" 2
3577 "Margrethe Henriette Schilbred" 2
3578 "Margrethe Konstanse Roalsø Kielland" 2
3579 "Mari-Anne Tyssøy" 1
3580 "Mari Ann Knutsen" 2
3581 "Mari Anne Hoff" 2
3582 "Mari Borgen" 2
3583 "Mari Elisabeth Broman" 2
3584 "Mari Forberg" 2
3585 "Mari Hagerup" 2
3586 "Mari Lill Gjerde Holm" 2
3587 "Mari Line Myren" 2
3588 "Mari Skjærstad" 2
3589 "Mari Thjømøe" 2
3590 "Mari Trønnblom Skjærstad" 2
3591 "Maria Birgitte Holmlund" 2
3592 "Maria Borch Helsengreen" 2
3593 "Maria Elisabet Andreassen" 2
3594 "Maria Loen" 2
3595 "Maria Lønborg-Andersen" 2
3596 "Maria Moræus Hanssen" 2
3597 "Maria Naziana Jensen-Eian" 2
3598 "Maria Nøstvik Pedersen" 2
3599 "Maria Susana Kristiansen" 2
3600 "Maria Tallaksen" 2
3601 "Maria Victoria Hernandez Valcarcel" 2
3602 "Mariann Berby Ambjørnsen" 2
3603 "Mariann Heggelien" 2
3604 "Marianne Aamodt" 2
3605 "Marianne Bergflødt Lier Wear" 2
3606 "Marianne Bergmann Røren" 2
3607 "Marianne Bostrøm" 2
3608 "Marianne Broholm Einarsen" 2
3609 "Marianne Draugsvoll" 2
3610 "Marianne Elisabeth Johnsen" 2
3611 "Marianne Elisabeth Sigurdson Lyngvi" 2
3612 "Marianne Engstrøm" 2
3613 "Marianne Gran Andersen Finsrud" 2
3614 "Marianne Heien Blystad" 2
3615 "Marianne Heier" 2
3616 "Marianne Hinna Fjogstad" 2
3617 "Marianne Katrine Lindboe Ramstad Malone" 2
3618 "Marianne Kjørstad" 2
3619 "Marianne Klingen" 2
3620 "Marianne Leite" 2
3621 "Marianne Lie" 2
3622 "Marianne Loe Borchgrevink" 2
3623 "Marianne Lønmo" 2
3624 "Marianne Losnegaard Jensen" 2
3625 "Marianne Marker Holsing" 2
3626 "Marianne Michelsen" 2
3627 "Marianne Morris" 2
3628 "Marianne Østlie" 2
3629 "Marianne Øverli Jahren" 2
3630 "Marianne Sevaldsen" 2
3631 "Marianne Sommerro Evensen" 2
3632 "Marianne Telle" 2
3633 "Marianne Torp" 2
3634 "Marianne Ulrichsen" 2
3635 "Marianne Urdahl" 2
3636 "Marianne Vangsnes" 2
3637 "Marianne Wergeland Jenssen" 2
3638 "Marichen Winsnes Lenæs" 1
3639 "Marie-Christine Jansby" 2
3640 "Marie-Louise Papworth" 1
3641 "Marie Elisabeth Ehrling" 2
3642 "Marie Elisabeth Gaup Moe" 2
3643 "Marie Helena Levander" 2
3644 "Marie Louise B Erbing Falkland" 2
3645 "Marie Skarbøvik Buchmann" 2
3646 "Marie Smith-Solbakken" 2
3647 "Marie Storhaug" 2
3648 "Marit Arnstad" 2
3649 "Marit Bakke" 2
3650 "Marit Christensen" 2
3651 "Marit Dahlviken Hagen" 2
3652 "Marit Elisabeth Døving" 2
3653 "Marit Elise Kirkhusmo" 2
3654 "Marit Falch" 2
3655 "Marit Haavik" 2
3656 "Marit Hilde Engeseth" 2
3657 "Marit Jannecke Olstad" 2
3658 "Marit Kristin Instanes" 2
3659 "Marit Monsen" 2
3660 "Marit Näumann" 2
3661 "Marit Røed Ødegaard" 2
3662 "Marit Røgeberg" 2
3663 "Marit Rolseth" 2
3664 "Marit Skog" 2
3665 "Marit Solberg" 2
3666 "Marit Synnøve Berg" 2
3667 "Marit Synnøve Loland Tveit" 2
3668 "Marit Teigland" 2
3669 "Marit Vollan" 2
3670 "Marit Wetterhus" 2
3671 "Marit Wiig" 2
3672 "Marita Nesvik" 2
3673 "Marius Bruu" 1
3674 "Marius Moursund Gisvold" 1
3675 "Mark Andre Bond" 1
3676 "Mark Georg Frantz" 1
3677 "Mark Henry Herrmann" 1
3678 "Mark Stephen Singel" 1
3679 "Mark Steven Leonard" 1
3680 "Markku Lauri Juhani Pohjola" 1
3681 "Markus Bakka Hjertø" 1
3682 "Marlen Oddhild Hauge" 2
3683 "Marlow Lokshall" 1
3684 "Marte Kopperstad" 2
3685 "Mårten Lunde" 1
3686 "Mårten Rød" 1
3687 "Mårten Wigstøl" 1
3688 "Martha Kold Bakkevig" 2
3689 "Marthe Dyrud" 2
3690 "Martin Bachmann" 1
3691 "Martin Dombestein" 1
3692 "Martin Edvin Stangeland" 1
3693 "Martin Fauchald" 1
3694 "Martin Jack Mattison" 1
3695 "Martin Kværnstuen" 1
3696 "Martin Mæland" 1
3697 "Martin Mickal Petersen" 1
3698 "Martin Niclasen" 1
3699 "Martin Nordaas" 1
3700 "Martin Reitan" 1
3701 "Martin Sigmundstad" 1
3702 "Martin Wilhelm Hollenhorst" 1
3703 "Martine Evelyn Vice Holter" 2
3704 "Martinus Brandal" 1
3705 "Mary Helene Moe" 2
3706 "Mary Kate Moen Nilsen" 2
3707 "Mary Kay Gould" 2
3708 "Masha Paule Nathalie Legris Strømme" 2
3709 "Mathias Eivind Krüger" 1
3710 "Mathias Sellæg" 1
3711 "Mats-Olof Wilhelm Ljungquist" 1
3712 "Mats Benny Richard Johansson" 1
3713 "Mats Georg Ringesten" 1
3714 "Mats Gøran Kummelstedt" 1
3715 "Mats Göran Salomonsson" 1
3716 "Mats Gøran Salomonsson" 1
3717 "Mats Gunnar Pettersson" 1
3718 "Mats Robert Tilly" 1
3719 "Matti Kinnunen" 1
3720 "Matti Verneri Lehti" 1
3721 "Mavis Robinson Hawkes" 2
3722 "May-Brith Solberg" 2
3723 "May-Britt Næss Strand" 2
3724 "May Britt Gundersen" 2
3725 "May Britt Manin" 2
3726 "May Britt Myhr" 2
3727 "May Elisabeth Krosby" 2
3728 "Melanie Montague Trent" 2
3729 "Melvin Teigen" 1
3730 "Merete Alnes Mostue" 2
3731 "Merete Amdam Holand" 2
3732 "Merete Anne Lütken" 2
3733 "Merete Borg Larsen" 2
3734 "Merete Haugli" 2
3735 "Merete Lindhjem Stensrud" 2
3736 "Merete Løvset Nylund" 2
3737 "Merete Norli" 2
3738 "Merete Nygaard Kristiansen" 2
3739 "Merethe Nordhelle Jørgensen" 2
3740 "Mertine Evelyn Vice Holter" 2
3741 "Mette Cecilie Skaug" 2
3742 "Mette Espedal" 2
3743 "Mette Frøge Abrahamsen" 2
3744 "Mette Haug Hensrud" 2
3745 "Mette Karin Johnsen" 2
3746 "Mette Krabberød" 2
3747 "Mette Kristin Andersen" 2
3748 "Mette Krogsrud" 2
3749 "Mette Margrethe Molland" 2
3750 "Mette Nora Sætre" 2
3751 "Mette Smisetfoss" 2
3752 "Mette Stendahl Plomgaard" 2
3753 "Michael Andre Lyngøy" 1
3754 "Michael Grant Jacobs" 1
3755 "Michael Jan Momyr" 1
3756 "Michael Joseph Maher" 1
3757 "Michael Parker" 1
3758 "Michael Scott" 1
3759 "Michael Steensland Brun" 1
3760 "Michael Steven Swavely" 1
3761 "Michael Stone Mathews" 1
3762 "Michael Vågen Sivertsen" 1
3763 "Michael von Tetzschner" 1
